046,044,043,047,046,042,045,042,042,042,049,043,040,038,038,043,051,048,041,040,039,044,041,051,054,052,053,057,062,060,062,063,069,066,066,064,062,063,062,060,058,063,055,058,055,056,057,054,057,056,051,051,052,041,044,042,036,035,032,042,036,038,034,029,030,027,029,036,038,036,040,039,046,039,041,045,048,046,038,041,042,044,049,050,044,043,044,045,048,051,044,042,052,047,047,041,040,046,044,051,050,058,057,063,067,059,053,057,063,053,061,047,043,045,051,064,058,050,056,058,061,064,064,066,065,065,066,067,063,057,058,054,055,050,047,045,048,061,053,054,051,049,040,043,039,046,050,053,048,048,048,042,038,046,046,042,045,042,048,040

045,044,042,047,047,043,045,042,042,042,048,043,040,038,038,043,051,048,042,042,039,047,039,050,053,052,053,058,061,062,062,063,068,066,067,064,062,063,061,060,059,063,054,057,055,056,058,054,057,055,049,051,052,041,044,040,036,036,032,043,036,038,032,030,030,028,028,036,038,035,040,039,045,039,040,045,048,046,040,042,042,043,049,050,044,042,044,048,048,052,044,043,052,047,048,042,040,045,046,051,048,057,056,060,067,059,056,056,065,053,061,047,044,046,049,062,057,050,057,058,062,063,064,066,065,066,067,067,064,060,058,053,054,048,046,045,046,062,052,053,049,051,040,042,040,044,050,051,049,049,047,043,038,043,047,042,045,042,046,039

042,044,042,043,041,037,037,039,040,038,045,050,054,060,054,054,053,057,059,060,056,065,059,053,048,041,041,045,044,042,044,038,045,046,057,059,057,058,058,061,059,063,066,067,068,062,060,056,053,049,047,048,044,039,033,029,034,038,041,047,042,050,047,043,033,033,030,032,036,038,042,031,036,040,040,046,043,041,043,044,044,043,042,041,048,041,044,043,045,041,040,040,044,049,044,046,050,048,043,047,040,039,035,036,033,039,042,043,045,046,073,079,070,067,071,067,066,067,056,059,061,071,066,065,062,066,065,062,068,062,061,076,068,066,065,061,059,054,057,059,056,060,057,051,044,041,047,052,047,048,050,051,048,045,043,046,042,052,045,043

043,045,042,043,040,038,038,039,040,042,048,051,060,063,060,054,053,051,054,058,051,058,056,050,046,038,038,039,039,040,047,041,045,047,057,056,059,061,059,061,056,060,061,061,065,054,058,056,053,041,046,047,045,039,031,027,031,037,039,044,041,050,056,042,035,037,035,033,037,041,043,035,038,039,041,044,040,041,041,044,041,042,043,043,045,044,042,042,043,041,038,042,043,048,043,044,048,046,050,047,039,037,038,036,031,033,036,039,043,047,071,075,065,066,066,065,060,062,055,057,063,065,064,063,064,065,063,058,065,062,064,066,072,071,070,059,059,061,060,058,053,058,055,054,048,044,043,054,048,043,046,050,050,048,043,043,042,050,045,045

045,048,048,048,045,043,039,037,041,042,046,050,057,052,061,055,054,056,054,057,050,054,052,047,041,038,037,037,036,041,059,044,051,051,058,054,059,058,062,057,051,051,052,048,048,049,050,048,044,041,051,047,040,038,034,031,031,034,041,044,040,045,049,042,034,027,030,036,043,044,043,038,037,037,043,040,040,043,043,044,044,040,039,043,045,043,046,041,042,038,036,043,042,044,040,041,044,045,043,042,033,035,036,038,038,033,036,037,050,052,077,072,066,062,058,056,054,053,054,059,060,063,063,065,064,062,061,056,058,064,068,071,073,068,069,065,063,063,066,061,055,059,053,056,049,044,048,058,045,044,042,047,051,048,041,043,044,046,045,044
046,046,047,045,045,043,039,037,041,043,046,049,056,053,062,056,052,053,055,059,053,055,052,047,039,038,038,037,037,039,064,060,050,056,061,056,059,059,063,058,051,051,049,045,045,046,047,043,043,043,048,047,041,039,035,030,029,031,042,041,040,047,046,042,036,029,030,036,041,044,041,038,037,037,044,039,040,041,042,044,044,041,038,043,045,043,048,042,042,038,036,044,043,043,041,043,043,047,044,038,032,035,037,041,036,031,037,035,053,055,074,072,064,063,058,057,054,053,055,059,061,064,064,065,064,060,062,056,059,065,067,071,072,070,070,066,066,065,067,059,057,055,056,056,049,045,048,056,048,045,043,046,051,048,043,043,045,046,045,044
036,038,033,033,037,036,032,033,036,035,040,042,041,043,045,036,033,034,040,041,039,045,044,052,048,049,045,038,055,061,063,058,061,055,055,055,056,058,062,059,053,062,056,054,052,047,038,043,048,045,037,032,035,036,041,041,044,045,047,049,050,047,046,043,038,031,024,025,029,031,032,031,036,031,039,041,033,032,027,032,038,038,036,037,031,033,024,029,038,028,036,034,047,040,028,022,018,014,011,016,028,041,028,024,021,023,037,038,051,055,056,053,066,073,081,066,063,062,063,063,068,065,064,063,061,055,059,058,058,057,059,058,059,055,051,051,051,043,048,053,056,054,049,051,057,054,050,042,038,047,043,053,044,042,037,039,038,043,039,035
042,046,043,040,044,042,043,038,043,041,045,045,049,047,045,042,040,039,048,049,047,047,049,057,050,049,048,050,067,066,073,059,063,060,058,062,060,063,059,060,064,058,054,055,059,054,050,049,047,048,046,040,041,040,044,046,047,049,050,052,053,056,054,052,045,039,039,041,042,040,045,043,039,038,044,043,039,042,037,043,043,043,042,042,043,041,035,036,040,037,037,040,054,044,036,032,033,033,031,033,035,041,034,038,033,037,042,046,047,050,075,057,072,085,111,080,064,065,066,066,071,069,062,062,060,057,064,063,060,056,065,060,059,058,057,048,054,052,046,051,051,054,059,053,058,054,053,045,045,047,046,051,050,044,041,040,043,043,047,043
043,046,044,040,044,042,043,038,042,041,045,046,049,047,046,042,040,039,048,048,049,047,048,055,050,046,047,050,066,066,072,059,061,060,059,061,060,064,059,060,063,058,053,055,059,054,050,050,047,046,046,040,041,040,042,046,045,049,049,053,053,056,051,052,046,040,040,041,044,040,045,043,039,037,044,043,039,040,037,042,043,044,043,042,042,041,035,036,042,038,036,039,053,044,036,032,034,032,031,035,034,041,033,036,035,038,042,046,048,050,076,056,072,089,093,079,064,065,071,067,071,070,063,062,059,059,062,062,061,057,065,061,060,058,058,049,054,054,044,052,052,054,059,051,058,055,051,045,045,047,046,049,050,044,042,040,043,042,046,043
045,049,043,045,044,044,049,047,048,051,051,054,055,053,052,053,048,043,050,048,050,055,055,054,054,049,048,051,056,054,058,059,058,056,061,066,063,061,059,057,056,059,061,057,052,053,053,058,056,054,051,048,043,047,043,044,047,046,051,056,051,048,046,046,051,048,042,044,043,044,043,045,047,041,041,037,040,040,038,039,039,039,037,039,042,038,041,040,044,037,041,035,033,023,027,030,039,045,052,058,045,047,049,050,044,058,067,063,053,077,079,107,103,092,080,063,055,047,046,050,055,057,057,060,056,053,054,046,050,044,050,045,048,052,048,050,056,067,077,071,066,064,063,063,061,054,047,043,043,042,042,040,040,039,038,041,040,043,042,042
043,044,044,047,045,046,051,049,046,050,051,056,057,057,050,050,050,050,051,054,055,061,062,060,064,058,057,053,056,059,064,061,062,056,064,066,067,064,061,061,060,062,067,066,063,064,064,065,065,054,056,048,044,043,036,040,043,039,044,056,054,049,050,052,050,050,045,043,043,043,043,043,046,037,038,038,042,038,037,035,041,039,038,041,040,040,038,038,040,038,039,033,033,022,024,030,040,047,050,054,047,047,054,050,051,051,063,076,070,072,071,100,115,072,114,054,053,041,040,050,050,053,057,055,054,052,053,044,048,053,049,044,044,046,047,050,052,060,068,071,069,064,058,060,063,055,046,044,044,040,040,039,038,041,041,042,041,045,042,044
043,040,041,044,044,045,047,047,053,056,053,056,060,056,051,050,051,049,054,059,056,059,064,063,065,064,068,059,056,057,066,069,070,064,060,061,066,069,067,069,065,067,066,069,069,065,069,072,073,071,058,052,052,046,033,034,038,035,037,047,053,049,047,052,052,052,050,046,041,044,048,042,045,039,041,040,042,039,037,037,042,041,040,041,040,042,039,042,043,037,045,039,035,024,026,030,040,042,052,052,052,049,044,044,052,045,053,076,094,077,117,128,128,126,128,064,046,040,036,041,049,057,068,061,054,054,053,045,053,054,051,049,044,044,044,046,049,049,059,066,063,063,060,058,053,055,048,044,044,039,040,042,041,047,044,044,042,043,044,044
